"22.5.2013 13:27";"Kol Ami";"Authentic Israel";"GabiG@authenticisrael.com";"972542215454";"972587507000";"F7";"http://www.authenticisrael.com/";"https://www.facebook.com/pages/%D7%A7%D7%95%D7%9C-%D7%A2%D7%9E%D";"•Young Jews from Israel and around the world getting to know Isr";"F11";"18-22";"yes";"01/09/2013";"F15";"F16";"F17";"in months";"6";"all year round";"9500";"housing, full board, tuition";"leadership & activism training";"leadership & activism training, tour Israel, aliyah";"F25";"sports, politics, social issues & Israeli society, judaism, Isra";""volunteer opportunities, outdoor challenge, environment & Natur";"Enrichment activities & Fun, Volunteer, Study, Explore Israel's";"English";"Israel";"the north, Jerusalem and surrounding areas";"F32";"F33"
"04.12.2012 23:02";"March of the Living";"BBYO Passport";"info@bbyopassport.org";"1-800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/national/";"http://passport.bbyo.org/contact/";"The March of the Living is a two-week international experience where teens from around the world come together each year and bear witness to the destruction of the Holocaust in Poland and then travel to Israel to rejoice in the Jewish Homeland. The program commemorates Yom HaShoah, Holocaust Memorial Day, marching from Auschwitz to Birkenau and celebrates Yom HaAtzmaut, Israeli Independence Day, in the streets of Jerusalem.";"teen travel";"14-18";"no";"";"";"";"";"in days";"15";"winter";"5050";"housing, flights, full board, visit additional countries";"touring the country";"tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";""tour israel, educational seminars, environment & Nature, Israel & International tour"";"study, explore Israel's heritage, travel, volunteer";"English";"Israel";"all over the country";"";""
"04.12.2012 22:28";"Intlernatinal Leadership Seminar Israel (ILSI)";"BBYO Passport";"info@bbyopassport.org";"1-800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/intl_leadership_seminar_israel_ilsi/";"http://passport.bbyo.org/contact/";"ILSI is an elite leadership program designed for BBYO members and welcoming Jewish teens from around the world. This enrichment experience combines educational touring, leadership learning, interactive and engaging seminars and meaningful community service. Come away with a fuller understanding of Jewish history, an appreciation for the complexity of modern Israel, an enduring connection to the Jewish People and a passion and commitment to the Jewish State.";"teen travel";"14-18";"no";"";"";"";"";"in days";"21";"summer";"5350";"housing, flights, full board, tuition";"leadership & activism training";"leadership & activism training, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";""tour israel, educational seminars, environment & Nature, Jewish study"";"study, explore Israel's heritage, travel, volunteer";"English";"Israel";"all over the country";"";""
"04.12.2012 21:52";"IMPACT: Israel";"BBYO Passport";"info@bbyopassport.org";"800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/impact_israel/";"http://passport.bbyo.org/contact/";"A service learning program in Israel for teens seeking to make an impact and understand Israel on a deeper level. Give of yourself on a series of extended community service projects, meet Israeli teens from varied backgrounds, explore Israel's multicultural richness, and learn about the technological, environmental and social innovations that are driving the development of contemporary Israel.";"teen travel";"14-18";"no";"";"";"";"";"in days";"21";"summer";"4950";"housing, flights, full board";"community service";"leadership & activism training, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";""volunteer opportunities, tour israel, educational seminars, environment & Nature, Jewish study"";"study, explore Israel's heritage, travel, volunteer";"English";"Israel";"all over the country";"";""
"04.12.2012 21:33";"Trek Israel";"BBYO Passport";"info@bbyopassport.org";"1-800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/trek_israel/";"http://passport.bbyo.org/contact/";"All of the core elements of the Israel Journey program combined with a special focus on connecting to the beauty of Israel through a series of active outdoor experiences – including a “Sea-to-Sea Hike” and a desert orienteering challenge in the heart of the Negev Desert.";"teen travel";"14-18";"no";"";"";"";"";"in days";"21";"summer";"4950";"housing, flights, full board";"touring the country";"tour Israel";"";"environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism";""outdoor challenge, tour israel, educational seminars, environment & Nature"";"study, explore Israel's heritage, travel, volunteer";"English";"Israel";"all over the country";"";""
"04.12.2012 21:02";"Israel Journey Plus";"BBYO Passport";"info@bbyopassport.org";"1-800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/israel_journey_plus/";"http://passport.bbyo.org/contact/";"Extend the core Israel Journey program with an elective and enrichment week. During the first part of the week, participants choose from either a “Sea-to-Sea Hike” or a “Culture & Innovation Tour". The second part of the week is dedicated to living in and supporting a local community through a series of service projects and cross-cultural exchanges.";"teen travel";"14-18";"no";"";"29/07/2013";"";"";"in days";"28";"summer";"5800";"housing, flights, full board";"touring the country";"tour Israel";"";"israeli history / Zionism";""volunteer opportunities, tour israel, environment & Nature"";"study, explore Israel's heritage, travel, volunteer";"English";"Israel";"all over the country";"";""
"04.12.2012 20:57";"NFTY-EIE High School in Israel";"Union for Reform Judaism & Jewish study & Jewish study & Jewish study";"nftyeie@urj.org";"212-650-4095";"212-650-4073";"http://www.urj.org";"http://www.nftyeie.org";"http://www.nftyeie.org/school/request/";"The NFTY-EIE High School in Israel Summer program is a 6 week-long program for Reform Jewish high school students. EIE is an intensive, fully accredited, academic program which offers an unparalleled opportunity to spend 6 weeks immersed in the richness of the culture, people and history of Israel.";"teen travel";"14-18";"no";"";"";"";"";"in weeks";"6";"summer";"8975";"housing, flights, full board, tuition";"academic study";"academic study, hebrew ulpan, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Jewish study"";"study, explore Israel's heritage, travel, Volunteer learn hebrew";"English";"Israel";"Jerusalem and surrounding areas";"";""
"04.12.2012 20:37";"Israel Journey";"BBYO Passport";"info@bbyopassport.org";"1-800-698-1002";"";"http://passport.bbyo.org";"http://passport.bbyo.org/destination/israel_journey/";"http://passport.bbyo.org/contact/";"BBYO Passport’s most popular Israel experience. Journey from the Galilee in the north to the tropical Red Sea in the south. Experience a Shabbat in Jerusalem, watch the sunrise from the top of Masada, and tap into the innovative spirit of Tel Aviv. Israel Journey is a well-balanced opportunity to explore the history, natural beauty, and modern culture of Israel.";"teen travel";"14-18";"no";"";"";"";"";"in days";"21";"summer";"4950";"housing, flights, full board";"touring the country";"tour Israel";"";"judaism, Israeli history & Zionism";""tour israel, educational seminars, environment & Nature, Jewish study"";"study, explore Israel's heritage, travel, Volunteer learn hebrew";"English";"Israel";"all over the country";"";""
"04.12.2012 20:12";"Israel Works";"Israel Pathways";"info@israelpathways.com";"1-888-804-8989";"";"http://www.israelpathways.com";"http://www.israelpathways.com/israel_works_program_overview.php";"http://www.israelpathways.com/contact_us.php";"Spend between five to ten months interning at a leading Israeli company. Gain real world career training while exploring everything Israel has to offer. Whether you're looking to launch your career or ready to make a change, Israel Works will place you with an internship that will broaden your perspective and deepen your experience.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"5";"all year round";"6950";"housing";"internship";"tour Israel";"";"israeli history / Zionism, business, technology";""volunteer opportunities, tour israel, educational seminars, environment & Nature"";"study, explore Israel's heritage, travel, Volunteer Volunteer, learn hebrew";"English";"Israel";"Tel aviv and surrounding areas";"";""
"04.12.2012 11:58";"Bar Ilan PostBac PreMed Program";"Bar Ilan University -";"info@BarIlanPreMed.com";"03-531-8248";"";"http://www.BarIlanPreMed.com";"http://www.BarIlanPreMed.com";"http://www.BarIlanPreMed.com";"Bar-Ilan offers a postbaccalaureate pre-med program to college graduates and highly-motivated career changers who never took pre-med courses, affording them the opportunity to complete preparation for medical school, dental school, veterinary school, or nursing school in just one year, in English, on our pastoral campus just twenty minutes from downtown Tel Aviv. Bar-Ilan is an American-accredited university, with a proven track record in English-language post-bac programs. The world-class faculty and staff have trained at Harvard, Stanford, Johns Hopkins, Brown, Columbia, Brandeis, and New York University.";"semester to year programs for ages 18-30";"23-30";"yes";"";"";"";"";"in months";"10";"all year round";"20000";"tuition";"academic study";"academic study";"";"science";""internship tour israel, educational seminars, environment & Nature, Israeli home hospitality"";"study, explore Israel's heritage, Volunteer, internship";"English";"Israel";"Tel aviv and surrounding areas";"";""
"02.12.2012 09:33";"Bar Ilan University Mechina- Pre Academic Program";"Bar Ilan University";"Mechina.Office@mail.biu.ac.il";"03-5318653";"";"http://www.biu.ac.il";"http://www.biu.ac.il/olim_students";"http://www.biu.ac.il/olim_students";"The Mechina is a preparatory program for new immigrants and tourists intending to embark on academic studies in Israel. The Mechina offers a year program, which aims at familiarizing the student with the teaching methods of the university and prepare him/her for further studies in institutions of higher education in Israel.";"gap year (between high school and University)";"18-22";"yes";"";"";"";"";"in months";"11";"all year round";"8750";"tuition";"academic study";"academic study, hebrew ulpan, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";"""";"study, explore Israel's heritage, travel, Volunteer learn hebrew";"Hebrew";"Israel";"Tel aviv and surrounding areas";"";""
"30.11.2012 21:39";"NFTY-EIE High School in Israel";"Union for Reform Judaism & Jewish study & Jewish study & Jewish study";"nftyeie@urj.org";"212-650-4095";"212-650-4073";"http://www.urj.org";"http://www.nftyeie.org";"http://www.nftyeie.org/school/request/";"The NFTY-EIE High School in Israel is a semester-long program for Reform Jewish high school students. EIE is an intensive, fully accredited, academic program which offers an unparalleled opportunity to spend four months immersed in the richness of the culture, people and history of Israel.";"teen travel";"14-18";"no";"";"30/08/2013";"";"";"in months";"4";"winter";"16000";"housing, flights, full board, visit additional countries, tuition";"academic study";"academic study, hebrew ulpan, tour Israel";"";"social issues & Israeli society, judaism, Israeli history & Zionism";""volunteer opportunities, tour israel, educational seminars, Jewish study, Israel & International tour"";"study, explore Israel's heritage, travel, Volunteer learn hebrew";"English";"Israel";"all over the country";"";""
